microtrait_hmm-name	microtrait_hmm-dbxref_kegg	microtrait_hmm-dbxref_ec	microtrait_hmm-dbxref_TC	microtrait_hmm-description	microtrait_hmm-notes
mct	K14470	5.4.1.3		2-methylfumaryl-CoA isomerase [EC:5.4.1.3] 	
mdcF	K13936		2.A.69.3.3_O32715	malonate transporter	
mddA	K21310	2.1.1.334		methanethiol S-methyltransferase [EC:2.1.1.334] 	
mdh	K00024	1.1.1.37		malate dehydrogenase [EC:1.1.1.37] 	
mdh1	K00025	1.1.1.37		MDH1; malate dehydrogenase [EC:1.1.1.37] 	
mdh2	K00026	1.1.1.37		MDH2; malate dehydrogenase [EC:1.1.1.37] 	
mdo	K17067	1.2.98.1;1.1.99.37		formaldehyde dismutase / methanol dehydrogenase [EC:1.2.98.1 1.1.99.37] 	
mdtB	K07788		2.A.6.2	multidrug efflux pump	
mdtC	K07789		2.A.6.2	multidrug efflux pump	
mdtD	K18326		2.A.1.3.26_P36554	MFS transporter, DHA2 family, multidrug resistance protein	
mdtF	K18899		2.A.6.2.13	multidrug efflux pump	
mdtO	K15547		2.A.85.6.1	multidrug resistance protein MdtO	
mdtP	K15550		1.B.17.3.9	outer membrane protein, multidrug efflux system	
medh	K00093	1.1.1.244		methanol dehydrogenase [EC:1.1.1.244] 	
meh	K09709	4.2.1.153		3-methylfumaryl-CoA hydratase [EC:4.2.1.153] 	
melB	K11104		2.A.2.1.2_B3W8U5	melibiose permease	
mepA	K07261	3.4.24.-   		mepA; penicillin-insensitive murein DD-endopeptidase [EC:3.4.24.-]   	Metallo peptidases_Family M74;M74
mepH	K19303	3.4.-.-		mepH; murein DD-endopeptidase [EC:3.4.-.-]	Cysteine peptidases_Family C40;C40
mepM	K19304	3.4.24.-		mepM; murein DD-endopeptidase [EC:3.4.24.-]	Metallo peptidases_Family M23;M23
mepS	K13694	3.4.-.- 3.4.17.13		mepS, spr; murein DD-endopeptidase / murein LD-carboxypeptidase [EC:3.4.-.- 3.4.17.13]	Cysteine peptidases_Family C40;C40
mer	K00320	1.5.98.2		5,10-methylenetetrahydromethanopterin reductase [EC:1.5.98.2] 	
merC	K19058		1.A.72.4	mercuric ion transport protein	
merE	K19059		1.A.72.5	mercuric ion transport protein	
merP	K08364		1.A.72.1	periplasmic mercuric ion binding protein	
merT	K08363		1.A.72.1	mercuric ion transport protein	
metA	K00651	2.3.1.46;2.3.1.31		homoserine O-succinyltransferase/O-acetyltransferase [EC:2.3.1.46 2.3.1.31] 	
metB	K01739	2.5.1.48		cystathionine gamma-synthase [EC:2.5.1.48] 	
metF	K00297	1.5.1.20		methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20] 	
metI	K02072		3.A.1.24.1_P31547;3.A.1.24.2_O32168;3.A.1.24.3_Q8K8K7;3.A.1.24.4_Q8NSN3;3.A.1.24.5_Q9HT69	D-methionine transport system permease protein	
metN	K02071		3.A.1.24.1_P30750;3.A.1.24.2_O32169;3.A.1.24.3_Q8K8K8;3.A.1.24.4_Q8NSN2;3.A.1.24.5_Q9HT70	D-methionine transport system ATP-binding protein	
metQ	K02073		3.A.1.24.1_P28635;3.A.1.24.2_O32167;3.A.1.24.3_Q8K8K9;3.A.1.24.4_Q8NSN1;3.A.1.24.5_Q9HT68	D-methionine transport system substrate-binding protein	
metX	K00641	2.3.1.31;2.3.1.46		homoserine O-acetyltransferase/O-succinyltransferase [EC:2.3.1.31 2.3.1.46] 	
metZ	K10764	2.5.1.-		O-succinylhomoserine sulfhydrylase [EC:2.5.1.-] 	
mexA	K03585		2.A.6.2.5_P43505;2.A.6.2.6_P52477;2.A.6.2.9_Q9WWZ9;2.A.6.2.23_Q6VV69	membrane fusion protein, multidrug efflux system	
mexB	K18138		2.A.6.2.2_P31224;2.A.6.2.5_Q51073;2.A.6.2.6_P52002;2.A.6.2.6_P52477;2.A.6.2.9_O52248;2.A.6.2.23_Q6VV68	multidrug efflux pump	
mexD	K18296		2.A.6.2.15	multidrug efflux pump	
mexF	K18299		2.A.6.2.16	multidrug efflux pump	
mexI	K18307		2.A.6.2.32	multidrug efflux pump	
mexK	K18303		2.A.6.2.17	multidrug efflux pump	
mexN	K21133		2.A.6.2.35	multidrug efflux pump	
mexY	K18095		2.A.6.2.21;2.A.6.2.24	multidrug efflux pump	
mfch	K14449	4.2.1.148		2-methylfumaryl-CoA hydratase [EC:4.2.1.148] 	
mfnA	K18933	4.1.1.25;4.1.1.11		tyrosine decarboxylase / aspartate 1-decarboxylase [EC:4.1.1.25 4.1.1.11] 	
mfnB	K09733	4.2.3.153		(5-formylfuran-3-yl)methyl phosphate synthase [EC:4.2.3.153] 	
mfnC	K19793	2.6.1.108		(5-formylfuran-3-yl)methyl phosphate transaminase [EC:2.6.1.108] 	
mfnD	K06914	6.3.4.24		tyramine---L-glutamate ligase [EC:6.3.4.24] 	
mfnE	K07144	2.7.4.31		5-(aminomethyl)-3-furanmethanol phosphate kinase [EC:2.7.4.31] 	
mfnF	K07072	2.5.1.131		(4-(4-[2-(gamma-L-glutamylamino)ethyl]phenoxymethyl)furan-2-yl)methanamine synthase [EC:2.5.1.131]	
mfs.cp	K03449		2.A.1.17.2_Q04FN1	MFS transporter, CP family, cyanate transporter	
mfs.set	K03291		2.A.1.20.1_P31675;2.A.1.20.2_P33026;2.A.1.20.3_P31436;2.A.1.20.4_Q9S3K0	MFS transporter, SET family, sugar efflux transporter	
mgdA	K22084	1.5.99.5		methylglutamate dehydrogenase subunit A [EC:1.5.99.5] 	
mgdB	K22085	1.5.99.5		methylglutamate dehydrogenase subunit B [EC:1.5.99.5] 	
mgdC	K22086	1.5.99.5		methylglutamate dehydrogenase subunit C [EC:1.5.99.5] 	
mgdD	K22087	1.5.99.5		methylglutamate dehydrogenase subunit D [EC:1.5.99.5] 	
mglA	K10542	3.6.3.17	3.A.1.2.3_P0AAG8	methyl-galactoside transport system ATP-binding protein [EC:3.6.3.17]	
mglB	K10540		3.A.1.2.3_P0AEE5	methyl-galactoside transport system substrate-binding protein	
mglC	K10541		3.A.1.2.3_P23200	methyl-galactoside transport system permease protein	
mgsA	K22081	2.1.1.21		methylamine---glutamate N-methyltransferase subunit A [EC:2.1.1.21] 	
mgsB	K22082	2.1.1.21		methylamine---glutamate N-methyltransferase subunit B [EC:2.1.1.21] 	
mgsC	K22083	2.1.1.21		methylamine---glutamate N-methyltransferase subunit C [EC:2.1.1.21] 	
mgtE	K06213		1.A.26.1;1.A.26.2;1.A.26.3	magnesium transporter	
mhpT	K05819		2.A.1.15.2_P77589	MFS transporter, AAHS family, 3-hydroxyphenylpropionic acid transporter	
mlaA	K04754		3.A.1.27.3_P76506	phospholipid-binding lipoprotein MlaA	
mlaB	K07122		3.A.1.27.3_P64602	phospholipid transport system transporter-binding protein	
mlaC	K07323		3.A.1.27.3_P0ADV7	phospholipid transport system substrate-binding protein	
mlaD	K02067		3.A.1.27.3_P64604	phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein	
mlaE	K02066		3.A.1.27.3_P64606	phospholipid/cholesterol/gamma-HCH transport system permease protein	
mlaF	K02065		3.A.1.27.3_P63386	phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein	
mleP	K07088		2.A.69.3.2_E0SFK1;2.A.69.3.4_P56949;2.A.69.3.6_Q98L58;2.A.69.4.5_Q48797;2.A.69.3.1_Q9AK33;2.A.69.4.4_Q1DE54	uncharacterized protein	
mmoB	K16160			methane monooxygenase regulatory protein B 	
mmoC	K16161	1.14.13.25		methane monooxygenase component C [EC:1.14.13.25] 	
mmoD	K16162			methane monooxygenase component D 	
mmoX	K16157	1.14.13.25		methane monooxygenase component A alpha chain [EC:1.14.13.25] 	
mmoY	K16158	1.14.13.25		methane monooxygenase component A beta chain [EC:1.14.13.25] 	
mmoZ	K16159	1.14.13.25		methane monooxygenase component A gamma chain [EC:1.14.13.25] 	
mmpL10	K06994		2.A.6.5.13_P9WJU1;2.A.6.5.3_Q9KH53;2.A.6.5.7_O53735	putative drug exporter of the RND superfamily	
mmpL11	K20466		2.A.6.5.5	heme transporter	
mmr	K03297		2.A.7.1	small multidrug resistance pump	
mmtsA	K16954	2.1.1.251		methylthiol:coenzyme M methyltransferase [EC:2.1.1.251] 	
mmtsB	K16955			methylated-thiol--corrinoid protein 	
mmuP	K16235		2.A.3.1.11_P39137	S-methylmethionine transporter	
mnA	K09820		3.A.1.15	manganese/iron transport system ATP-binding protein	
mngEIIA	K11198	2.7.1.69	4.A.2.1.3	PTS system, 2-O-A-mannosyl-D-glycerate-specific IIA component [EC:2.7.1.69]	
mngEIIB	K11199	2.7.1.69	4.A.2.1.3	PTS system, 2-O-A-mannosyl-D-glycerate-specific IIB component [EC:2.7.1.69]	
mngEIIC	K11200		4.A.2.1.3	PTS system, 2-O-A-mannosyl-D-glycerate-specific IIC component	
mnhA	K05565		2.A.63.1;2.A.63.2	multicomponent Na+:H+ antiporter subunit A	
mnhB	K05566		2.A.63.1;2.A.63.2	multicomponent Na+:H+ antiporter subunit B	
mnhC	K05567		2.A.63.1;2.A.63.2	multicomponent Na+:H+ antiporter subunit C	
mnhD	K05568		2.A.63.1;2.A.63.2	multicomponent Na+:H+ antiporter subunit D	
mnhE	K05569		2.A.63.1;2.A.63.2	multicomponent Na+:H+ antiporter subunit E	
mnhF	K05570		2.A.63.1;2.A.63.2	multicomponent Na+:H+ antiporter subunit F	
mnhG	K05571		2.A.63.1;2.A.63.2	multicomponent Na+:H+ antiporter subunit G	
mnP	K09819		3.A.1.15	manganese/iron transport system permease protein	
mnS	K09818		3.A.1.15	manganese/iron transport system substrate-binding protein	
mntA1	K11603		3.A.1.15.1	manganese transport system ATP-binding protein	
mntA2	K19973		3.A.1.15.15	manganese transport system ATP-binding protein	
mntB1	K11602		3.A.1.15.1	manganese transport system permease protein	
mntB2	K19976		3.A.1.15.15	manganese transport system permease protein	
mntC1	K11601		3.A.1.15.1	manganese transport system substrate-binding protein	
mntC2	K19975		3.A.1.15.15	manganese transport system substrate-binding protein	
mntH	K03322		2.A.55.2.6;2.A.55.3	manganese transport protein	
mntP	K23242		2.A.107	manganese efflux pump family protein	
modA	K02020		3.A.1.8	molybdate transport system substrate-binding protein	
modB	K02018		3.A.1.8	molybdate transport system permease protein	
modC	K02017	3.6.3.29	3.A.1.8	molybdate transport system ATP-binding protein [EC:3.6.3.29]	
modF	K05776			molybdate transport system ATP-binding protein	
motA	K02556		1.A.30.1	chemotaxis protein MotA	
motB	K02557		1.A.30.1	chemotaxis protein MotB	
mox	K17066	1.1.3.13		alcohol oxidase [EC:1.1.3.13] 	
mpl	K19351	3.4.24.-		mpl; zinc metalloproteinase [EC:3.4.24.-]	Metallo peptidases_Family M4: thermolysin family;M4
mqo	K00116	1.1.5.4		mqo; malate dehydrogenase (quinone) [EC:1.1.5.4] 	
msbA	K11085	3.6.3.-	3.A.1.106.1_P60752	ATP-binding cassette, subfamily B, bacterial MsbA [EC:3.6.3.-]	
mscL	K03282		1.A.22.1.1_P0A742;1.A.22.1.3_P94585	large conductance mechanosensitive channel	
mscS	K03442		1.A.23.2	small conductance mechanosensitive channel	
msmA	K16968	1.14.13.111		methanesulfonate monooxygenase subunit alpha [EC:1.14.13.111] 	
msmB	K16969	1.14.13.111		methanesulfonate monooxygenase subunit beta [EC:1.14.13.111] 	
msmE1	K10120		3.A.1.1.20	fructooligosaccharide transport system substrate-binding protein	
msmE2	K10117		3.A.1.1.28_Q00749;3.A.1.1.42_Q9FBS5;3.A.1.1.43_Q9FBS5;3.A.1.1.45_Q8NMV3;3.A.1.1.47_A5LBQ6	raffinose/stachyose/melibiose transport system substrate-binding protein	
msmF1	K10121		3.A.1.1.20	fructooligosaccharide transport system permease protein	
msmF2	K10118		3.A.1.1.28_Q00750;3.A.1.1.42_Q9FBS6;3.A.1.1.43_Q9FBS6;3.A.1.1.45_Q8NMV4;3.A.1.1.47_A5LBQ5	raffinose/stachyose/melibiose transport system permease protein	
msmG1	K10122		3.A.1.1.20	fructooligosaccharide transport system permease protein	
msmG2	K10119		3.A.1.1.28_Q00751;3.A.1.1.42_Q9FBS7;3.A.1.1.43_Q9FBS7;3.A.1.1.45_Q8NMV5;3.A.1.1.47_A5LBQ4	raffinose/stachyose/melibiose transport system permease protein	
msmX	K10112		3.A.1.1.14_Q97UF2;3.A.1.1.16_Q8TZQ3;3.A.1.1.22_Q9X103;3.A.1.1.23_P96483;3.A.1.1.24_Q72L52;3.A.1.1.25_Q72L52;3.A.1.1.26_P94360;3.A.1.1.27_Q8DT25;3.A.1.1.28_Q00752;3.A.1.1.30_Q88P35;3.A.1.1.31_O50454;3.A.1.1.32_Q55035;3.A.1.1.33_Q9L0Q1;3.A.1.1.34_O32151;3.A.1.1.34_P94360;3.A.1.1.45_Q8NMV1;3.A.1.1.46_P77481	multiple sugar transport system ATP-binding protein	
msr	K18602	1.1.1.-		malonic semialdehyde reductase [EC:1.1.1.-] 	
mtaA	K14080	2.1.1.246		[methyl-Co(III) methanol-specific corrinoid protein]:coenzyme M methyltransferase [EC:2.1.1.246]	
mtaB	K04480	2.1.1.90		methanol---5-hydroxybenzimidazolylcobamide Co-methyltransferase [EC:2.1.1.90] 	
mtaC	K14081			methanol corrinoid protein 	
mtbA	K14082	2.1.1.247		[methyl-Co(III) methylamine-specific corrinoid protein]:coenzyme M methyltransferase [EC:2.1.1.247]	
mtbB	K16178	2.1.1.249		dimethylamine---corrinoid protein Co-methyltransferase [EC:2.1.1.249] 	
mtbC	K16179			dimethylamine corrinoid protein 	
mtd	K00319	1.5.98.1		methylenetetrahydromethanopterin dehydrogenase [EC:1.5.98.1] 	
mtdA	K00300	1.5.1.5;1.5.1.-		methylenetetrahydrofolate/methylenetetrahydromethanopterin dehydrogenase (NADP+) [EC:1.5.1.5 1.5.1.-]	
mtdB	K10714	1.5.1.-		methylene-tetrahydromethanopterin dehydrogenase [EC:1.5.1.-] 	
mtdch	K01499	3.5.4.27		methenyltetrahydromethanopterin cyclohydrolase [EC:3.5.4.27] 	
mtfA	K09933			mtfA; MtfA peptidase	Metallo peptidases_Family M90;M90
mthK	K10716		1.A.1.1;1.A.1.6;1.A.1.13;1.A.1.17;1.A.1.24;1.A.1.25	voltage-gated potassium channel	
mtkA	K14067	6.2.1.9		malate-CoA ligase subunit beta [EC:6.2.1.9] 	
mtkB	K08692	6.2.1.9		malate-CoA ligase subunit alpha [EC:6.2.1.9] 	
mtlE	K10227		3.A.1.1.49_O30491	sorbitol/mannitol transport system substrate-binding protein	
mtlEIIA	K02798	2.7.1.69	4.A.2.1.24_P69824;4.A.2.1.5_C0H3V2	PTS system, mannitol-specific IIA component [EC:2.7.1.69]	
mtlEIIB	K02799	2.7.1.69	4.A.2.1.2;4.A.2.1.5;4.A.2.1.12;4.A.2.1.24	PTS system, mannitol-specific IIB component [EC:2.7.1.69]	
mtlEIIC	K02800		4.A.2.1.12_Q9KKQ7;4.A.2.1.24_P69826;4.A.2.1.2_P00550;4.A.2.1.5_P42956	PTS system, mannitol-specific IIC component	
mtlF	K10228		3.A.1.1.49_O30492	sorbitol/mannitol transport system permease protein	
mtlG	K10229		3.A.1.1.49_O30493	sorbitol/mannitol transport system permease protein	
mtmB	K16176	2.1.1.248		methylamine---corrinoid protein Co-methyltransferase [EC:2.1.1.248] 	
mtmC	K16177			monomethylamine corrinoid protein 	
mtr	K03835		2.A.42.1.2_P0AAD2;2.A.42.1.5_Q5NFU3	tryptophan-specific transport protein	
mtrA				extracelllular iron oxide respiratory system periplasmic decaheme cytochrome c component MtrA	
mtrA_tc	K07670			two-component system, OmpR family, response regulator MtrA	
mtrB				extracellular iron oxide respiratory system outer membrane component 	
mtrB_tc	K07654	2.7.13.3		two-component system, OmpR family, sensor histidine kinase MtrB [EC:2.7.13.3]	
mtrC				extracellular iron oxide respiratory system surface decaheme cytochrome c component MtrC	
mtrD				extracellular respiratory system periplasmic decaheme cytochrome c component MtrD	
mtrE				extracellular respiratory sytem outer membrane component MtrE	
mtrF				extracellular respiratory system surface decaheme cytochrome c component MtrF	
mtsA	K11704		3.A.1.15.6	iron/zinc/copper transport system substrate-binding protein	
mtsB	K11706		3.A.1.15.6	iron/zinc/copper transport system ATP-binding protein	
mtsC	K11705		3.A.1.15.6	iron/zinc/copper transport system permease protein	
mttB	K14083	2.1.1.250		trimethylamine---corrinoid protein Co-methyltransferase [EC:2.1.1.250] 	
mttC	K14084			trimethylamine corrinoid protein 	
murEIIB	K11191	2.7.1.69	4.A.1.2.7_P77272	PTS system, N-acetylmuramic acid-specific IIB component [EC:2.7.1.69]	
murEIIC	K11192		4.A.1.2.7_P77272	PTS system, N-acetylmuramic acid-specific IIC component	
mut	K01847	5.4.99.2		methylmalonyl-CoA mutase [EC:5.4.99.2] 	
mvhA	K14126	1.12.99.-;1.8.98.5		F420-non-reducing hydrogenase large subunit [EC:1.12.99.- 1.8.98.5] 	
mvhD	K14127	1.12.99.-;1.8.98.5;1.8.98.6		F420-non-reducing hydrogenase iron-sulfur subunit [EC:1.12.99.- 1.8.98.5 1.8.98.6] 	
mvhG	K14128	1.12.99.-;1.8.98.5		F420-non-reducing hydrogenase small subunit [EC:1.12.99.- 1.8.98.5] 	
mxaA	K16256			mxaA protein 	
mxaC	K16257			mxaC protein 	
mxaD	K16260			mxaD protein 	
mxaF	K14028	1.1.2.7		methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7] 	
mxaG	K16255			cytochrome c-L 	
mxaI	K14029	1.1.2.7		methanol dehydrogenase (cytochrome c) subunit 2 [EC:1.1.2.7] 	
mxaJ	K16254			mxaJ protein 	
mxaK	K16258			mxaK protein 	
mxaL	K16259			mxaL protein 	
mxaR	K03924	3.6.3.-		MoxR-like ATPase [EC:3.6.3.-]	
nagEIIA	K02802	2.7.1.69	4.A.1.1.2	PTS system, N-acetylglucosamine-specific IIA component [EC:2.7.1.69]	
nagEIIB	K02803	2.7.1.69	4.A.1.1.5_Q8GBT8	PTS system, N-acetylglucosamine-specific IIB component [EC:2.7.1.69]	
nagEIIC	K02804		4.A.1.1.15_Q9HXN4;4.A.1.1.2_P09323;4.A.1.1.5_Q8GBT6;4.A.1.1.5_Q8GBT7;4.A.1.1.6_P39816;4.A.1.1.7_O34521	PTS system, N-acetylglucosamine-specific IIC component	
napA	K02567	1.7.99.-		periplasmic nitrate reductase NapA [EC:1.7.99.-]	
napB	K02568			cytochrome c-type protein NapB	
narB	K00367	1.7.7.2		ferredoxin-nitrate reductase [EC:1.7.7.2]	
narG	K00370	1.7.5.1;1.7.99.-		nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]	
narH	K00371	1.7.5.1;1.7.99.-		nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]	
narI_dsrM	K00374	1.7.5.1;1.7.99.-		nitrate reductase gamma subunit [EC:1.7.5.1 1.7.99.-]	
narJ	K00373			nitrate reductase molybdenum cofactor assembly chaperone NarJ/NarW	
nasA	K00372	1.7.99.-		assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-]	
nasB	K00360	1.7.99.-		assimilatory nitrate reductase electron transfer subunit [EC:1.7.99.-]	
natA	K09697		3.A.1.115	sodium transport system ATP-binding protein	
natA1	K11957		3.A.1.4.2_Q55164	neutral amino acid transport system ATP-binding protein	
natB	K09696		3.A.1.115	sodium transport system permease protein	
natB1	K11954		3.A.1.4.2_Q55387	neutral amino acid transport system substrate-binding protein	
natC	K11955		3.A.1.4.2_P74455	neutral amino acid transport system permease protein	
natD1	K11956		3.A.1.4.2_P74318	neutral amino acid transport system permease protein	
natE	K11958		3.A.1.4.2_P73650	neutral amino acid transport system ATP-binding protein	
ndhA	K05572	7.1.1.2		NAD(P)H-quinone oxidoreductase subunit 1 [EC:7.1.1.2]	
ndhB	K05573	7.1.1.2		NAD(P)H-quinone oxidoreductase subunit 2 [EC:7.1.1.2]	
ndhC	K05574	7.1.1.2		NAD(P)H-quinone oxidoreductase subunit 3 [EC:7.1.1.2]	
ndhD	K05575	7.1.1.2		NAD(P)H-quinone oxidoreductase subunit 4 [EC:7.1.1.2]	
ndhE	K05576	7.1.1.2		NAD(P)H-quinone oxidoreductase subunit 4L [EC:7.1.1.2]	
ndhF	K05577	7.1.1.2		NAD(P)H-quinone oxidoreductase subunit 5 [EC:7.1.1.2]	
ndhG	K05578	7.1.1.2		NAD(P)H-quinone oxidoreductase subunit 6 [EC:7.1.1.2]	
ndhH	K05579	7.1.1.2		NAD(P)H-quinone oxidoreductase subunit H [EC:7.1.1.2]	
ndhI	K05580	7.1.1.2		NAD(P)H-quinone oxidoreductase subunit I [EC:7.1.1.2]	
ndhJ	K05581	7.1.1.2		NAD(P)H-quinone oxidoreductase subunit J [EC:7.1.1.2]	
ndhK	K05582	7.1.1.2		NAD(P)H-quinone oxidoreductase subunit K [EC:7.1.1.2]	
ndhL	K05583	7.1.1.2		NAD(P)H-quinone oxidoreductase subunit L [EC:7.1.1.2]	
ndhM	K05584	7.1.1.2		NAD(P)H-quinone oxidoreductase subunit M [EC:7.1.1.2]	
ndhN	K05585	7.1.1.2		NAD(P)H-quinone oxidoreductase subunit N [EC:7.1.1.2]	
nepI	K03445		2.A.1.2.26_P0ADL1	MFS transporter, DHA1 family, purine ribonucleoside efflux pump	
ngcE	K10200		3.A.1.1.18_Q8RJV0	N-acetylglucosamine transport system substrate-binding protein	
ngcF	K10201		3.A.1.1.18_Q8RJU9	N-acetylglucosamine transport system permease protein	
ngcG	K10202		3.A.1.1.18_Q8RJU8	N-acetylglucosamine transport system permease protein	
nhaA	K03313		2.A.33.1	Na+:H+ antiporter, NhaA family	
nhaB	K03314		2.A.34.1	Na+:H+ antiporter, NhaB family	
nhaC	K03315		2.A.35.1.2_P54571;2.A.35.1.3_Q838N7;2.A.35.1.4_B0R9X2	Na+:H+ antiporter, NhaC family	
niaX	K16788		2.A.88.5.1_Q99Z31;2.A.88.5.2_A2RKV5	niacin transporter	
nifD	K02586	1.18.6.1		nitrogenase molybdenum-iron protein alpha chain [EC:1.18.6.1]	
nifH	K02588			nitrogenase iron protein NifH	
nifK	K02591	1.18.6.1		nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1]	
nifW	K02595			nitrogenase-stabilizing/protective protein	
nifX	K02596			nitrogen fixation protein NifX	
nifZ	K02597			nitrogen fixation protein NifZ	
nikA	K15584		3.A.1.5.3;3.A.1.5.33;3.A.1.5.40;3.A.1.5.43	nickel transport system substrate-binding protein	
nikB	K15585		3.A.1.5.3;3.A.1.5.33;3.A.1.5.40;3.A.1.5.43	nickel transport system permease protein	
nikC	K15586		3.A.1.5.3;3.A.1.5.33;3.A.1.5.40;3.A.1.5.43	nickel transport system permease protein	
nikD	K15587	3.6.3.24	3.A.1.5.3;3.A.1.5.33;3.A.1.5.40;3.A.1.5.43	nickel transport system ATP-binding protein [EC:3.6.3.24]	
nikE	K10824	3.6.3.24	3.A.1.5.3;3.A.1.5.33;3.A.1.5.40;3.A.1.5.43	nickel transport system ATP-binding protein [EC:3.6.3.24]	
nirA	K00366	1.7.7.1		ferredoxin-nitrite reductase [EC:1.7.7.1]	
nirB	K00362	1.7.1.15		nitrite reductase (NADH) large subunit [EC:1.7.1.15]	
nirC	K02598		1.A.16.3	nitrite transporter NirC	
nirD	K00363	1.7.1.15		nitrite reductase (NADH) small subunit [EC:1.7.1.15]	
nirK	K00368	1.7.2.1		nitrite reductase (NO-forming) [EC:1.7.2.1]	
nirS	K15864	1.7.2.1;1.7.99.1		nitrite reductase (NO-forming) / hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]	
nisA	K20482		1.C.20	lantibiotic bacteriocin	
nisE	K20491		3.A.1.124.1;3.A.1.124.2;3.A.1.124.6	lantibiotic transport system permease protein	
nisF	K20490		3.A.1.124.1;3.A.1.124.2;3.A.1.124.6	lantibiotic transport system ATP-binding protein	
nisG	K20492		3.A.1.124.1;3.A.1.124.2;3.A.1.124.6	lantibiotic transport system permease protein	
nisP	K20486	3.4.21.-		nisP, epiP; lantibiotic leader peptide-processing serine protease [EC:3.4.21.-]	Serine peptidases_Family S8: subtilisin family;S8
nixA	K07241		2.A.52.1	high-affinity nickel-transport protein	
nodI	K09695		3.A.1.102.1_P50332	lipooligosaccharide transport system ATP-binding protein	
nodJ	K09694		3.A.1.102.1_P50333	lipooligosaccharide transport system permease protein	
norB	K04561	1.7.2.5		nitric oxide reductase subunit B [EC:1.7.2.5]	
norC	K02305			nitric oxide reductase subunit C	
norV	K12264			anaerobic nitric oxide reductase flavorubredoxin	
norW	K12265	1.18.1.-		nitric oxide reductase FlRd-NAD(+) reductase [EC:1.18.1.-]	
nosF	K19340		3.A.1.132.2	Cu-processing system ATP-binding protein	
nosY	K19341		3.A.1.132.2	Cu-processing system permease protein	
nosZ	K00376	1.7.2.4		nitrous-oxide reductase [EC:1.7.2.4]	
nprB	K08777	3.4.24.-		nprB; neutral peptidase B [EC:3.4.24.-]	Metallo peptidases_Family M4: thermolysin family;M4
nqrA	K00346	7.2.1.1		Na+-transporting NADH:ubiquinone oxidoreductase subunit A [EC:7.2.1.1]	
nqrB	K00347	7.2.1.1		Na+-transporting NADH:ubiquinone oxidoreductase subunit B [EC:7.2.1.1]	
nqrC	K00348	7.2.1.1		Na+-transporting NADH:ubiquinone oxidoreductase subunit C [EC:7.2.1.1]	
nqrD	K00349	7.2.1.1		Na+-transporting NADH:ubiquinone oxidoreductase subunit D [EC:7.2.1.1]	
nqrE	K00350	7.2.1.1		Na+-transporting NADH:ubiquinone oxidoreductase subunit E [EC:7.2.1.1]	
nqrF	K00351	7.2.1.1		Na+-transporting NADH:ubiquinone oxidoreductase subunit F [EC:7.2.1.1]	
nreB	K07683	2.7.13.3		two-component system, NarL family, sensor histidine kinase NreB [EC:2.7.13.3]	
nreC	K07696			two-component system, NarL family, response regulator NreC	
nrfA	K03385	1.7.2.2		nitrite reductase (cytochrome c-552) [EC:1.7.2.2]	
nrfH	K15876			cytochrome c nitrite reductase small subunit	
nrnA	K06881	3.1.3.7;3.1.13.3		bifunctional oligoribonuclease and PAP phosphatase NrnA [EC:3.1.3.7 3.1.13.3] 	
nrsA	K11326		2.A.6.1	cation efflux system protein involved in nickel and cobalt tolerance	
nrsR	K11330			two-component system, OmpR family, Ni(II)-responsive and/or redox-responsive regulator NrsR	
nrsS	K11328	2.7.13.3		two-component system, OmpR family, Ni(II)-sensor and/or redox sensor kinase NrsS [EC:2.7.13.3]	
nrtA	K15576		3.A.1.16.1;3.A.1.16.2	nitrate/nitrite transport system substrate-binding protein	
nrtB	K15577		3.A.1.16.1;3.A.1.16.2	nitrate/nitrite transport system permease protein	
nrtC	K15578	3.6.3.-	3.A.1.16.1	nitrate/nitrite transport system ATP-binding protein [EC:3.6.3.-]	
nrtD	K15579		3.A.1.16.1;3.A.1.16.2	nitrate/nitrite transport system ATP-binding protein	
nsrR	K13771			Rrf2 family transcriptional regulator, nitric oxide-sensitive transcriptional repressor	
ntrEIIA	K02806	2.7.1.69		PTS system, nitrogen regulatory IIA component [EC:2.7.1.69]	
nukE	K20460		3.A.1.124.3;3.A.1.124.4;3.A.1.124.5	lantibiotic transport system permease protein	
nukF	K20459		3.A.1.124.3;3.A.1.124.4;3.A.1.124.5	lantibiotic transport system ATP-binding protein	
nukG	K20461		3.A.1.124.3;3.A.1.124.4;3.A.1.124.5	lantibiotic transport system permease protein	
nuoA	K00330	7.1.1.2		NADH-quinone oxidoreductase subunit A [EC:7.1.1.2]	
nuoB	K00331	7.1.1.2		NADH-quinone oxidoreductase subunit B [EC:7.1.1.2]	
nuoBCD	K13380	7.1.1.2		NADH-quinone oxidoreductase subunit B/C/D [EC:7.1.1.2]	
