microtrait_rule-name	microtrait_rule-type	microtrait_rule-substrate	microtrait_trait-name1	microtrait_trait-name2	microtrait_trait-name3	microtrait_trait-version
hpxW	count	NA	Resource Acquisition:Substrate degradation:simple compound degradation	Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation	Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation	production
E3.4.24.33	count	NA	Resource Acquisition:Substrate degradation:simple compound degradation	Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation	Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation	production
pipA	count	NA	Resource Acquisition:Substrate degradation:simple compound degradation	Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation	Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation	production
tpdA	count	NA	Resource Acquisition:Substrate degradation:simple compound degradation	Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation	Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation	production
prsW	count	NA	Resource Acquisition:Substrate degradation:simple compound degradation	Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation	Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation	production
patG	count	NA	Resource Acquisition:Substrate degradation:simple compound degradation	Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation	Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation	production
glycolysis-ED_full	binary	NA	Resource Acquisition:Substrate degradation:simple compound degradation	Resource Acquisition:Substrate degradation:simple compound degradation:carbohydrate degradation	Resource Acquisition:Substrate degradation:simple compound degradation:carbohydrate degradation:ED pathway	production
glycolysis-EMP_full	binary	NA	Resource Acquisition:Substrate degradation:simple compound degradation	Resource Acquisition:Substrate degradation:simple compound degradation:carbohydrate degradation	Resource Acquisition:Substrate degradation:simple compound degradation:carbohydrate degradation:EMP pathway	production
fructose degradation	binary	NA	Resource Acquisition:Substrate degradation:simple compound degradation	Resource Acquisition:Substrate degradation:simple compound degradation:carbohydrate degradation	Resource Acquisition:Substrate degradation:simple compound degradation:carbohydrate degradation:fructose degradation	production
fucose degradation	binary	NA	Resource Acquisition:Substrate degradation:simple compound degradation	Resource Acquisition:Substrate degradation:simple compound degradation:carbohydrate degradation	Resource Acquisition:Substrate degradation:simple compound degradation:carbohydrate degradation:fucose degradation	production
maltose degradation	binary	NA	Resource Acquisition:Substrate degradation:simple compound degradation	Resource Acquisition:Substrate degradation:simple compound degradation:carbohydrate degradation	Resource Acquisition:Substrate degradation:simple compound degradation:carbohydrate degradation:maltose degradation	production
galactose degradation	binary	NA	Resource Acquisition:Substrate degradation:simple compound degradation	Resource Acquisition:Substrate degradation:simple compound degradation:carbohydrate degradation	Resource Acquisition:Substrate degradation:simple compound degradation:carbohydrate degradation:galactose degradation	production
mannose degradation	binary	NA	Resource Acquisition:Substrate degradation:simple compound degradation	Resource Acquisition:Substrate degradation:simple compound degradation:carbohydrate degradation	Resource Acquisition:Substrate degradation:simple compound degradation:carbohydrate degradation:mannose degradation	production
trehalose degradation	binary	NA	Resource Acquisition:Substrate degradation:simple compound degradation	Resource Acquisition:Substrate degradation:simple compound degradation:carbohydrate degradation	Resource Acquisition:Substrate degradation:simple compound degradation:carbohydrate degradation:trehalose degradation	production
galacturonate degradation	binary	NA	Resource Acquisition:Substrate degradation:simple compound degradation	Resource Acquisition:Substrate degradation:simple compound degradation:sugar acid degradation	Resource Acquisition:Substrate degradation:simple compound degradation:sugar acid degradation:galacturonate degradation	production
glucuronate degradation	binary	NA	Resource Acquisition:Substrate degradation:simple compound degradation	Resource Acquisition:Substrate degradation:simple compound degradation:sugar acid degradation	Resource Acquisition:Substrate degradation:simple compound degradation:sugar acid degradation:glucuronate degradation	production
glycerol degradation	binary	NA	Resource Acquisition:Substrate degradation:simple compound degradation	Resource Acquisition:Substrate degradation:simple compound degradation:alcohol degradation	Resource Acquisition:Substrate degradation:simple compound degradation:alcohol degradation:glycerol degradation	production
resorcinol degradation	binary	NA	Resource Acquisition:Substrate degradation:simple compound degradation	Resource Acquisition:Substrate degradation:simple compound degradation:phenol degradation	Resource Acquisition:Substrate degradation:simple compound degradation:phenol degradation:resorcinol degradation	production
cc_key	binary	NA	Resource Acquisition:Substrate assimilation:C1 compounds	Resource Acquisition:Substrate assimilation:C1 compounds:CO2 fixation	Resource Acquisition:Substrate assimilation:C1 compounds:CO2 fixation:Calvin Cycle	production
3hpb1_key1	binary	NA	Resource Acquisition:Substrate assimilation:C1 compounds	Resource Acquisition:Substrate assimilation:C1 compounds:CO2 fixation	Resource Acquisition:Substrate assimilation:C1 compounds:CO2 fixation:3-hydroxypropionate pathway	production
3hp4hb_key1	binary	NA	Resource Acquisition:Substrate assimilation:C1 compounds	Resource Acquisition:Substrate assimilation:C1 compounds:CO2 fixation	Resource Acquisition:Substrate assimilation:C1 compounds:CO2 fixation:3-hydroxypropionate/4-hydroxybutyrate pathway	production
dicarb-4hb_CO2fixation	binary	NA	Resource Acquisition:Substrate assimilation:C1 compounds	Resource Acquisition:Substrate assimilation:C1 compounds:CO2 fixation	Resource Acquisition:Substrate assimilation:C1 compounds:CO2 fixation:dicarboxylate-hydroxybutyrate pathway	production
rac_key1	binary	NA	Resource Acquisition:Substrate assimilation:C1 compounds	Resource Acquisition:Substrate assimilation:C1 compounds:CO2 fixation	Resource Acquisition:Substrate assimilation:C1 compounds:CO2 fixation:reductive acetyl-CoA pathway	production
rca_key1	binary	NA	Resource Acquisition:Substrate assimilation:C1 compounds	Resource Acquisition:Substrate assimilation:C1 compounds:CO2 fixation	Resource Acquisition:Substrate assimilation:C1 compounds:CO2 fixation:reductive citric acid pathway	production
carboxysome	binary	NA	Resource Acquisition:Substrate assimilation:C1 compounds	Resource Acquisition:Substrate assimilation:C1 compounds:CO2 fixation	Resource Acquisition:Substrate assimilation:C1 compounds:CO2 fixation:carboxysome	production
CH2O->HCOO-	binary	NA	Resource Acquisition:Substrate assimilation:C1 compounds	Resource Acquisition:Substrate assimilation:C1 compounds:methanotrophy	Resource Acquisition:Substrate assimilation:C1 compounds:methanotrophy:formaldehyde oxidation pathway	production
CH4->CH3OH	binary	NA	Resource Acquisition:Substrate assimilation:C1 compounds	Resource Acquisition:Substrate assimilation:C1 compounds:methanotrophy	Resource Acquisition:Substrate assimilation:C1 compounds:methanotrophy:methane oxidation pathway	production
CH3OH->CH2O	binary	NA	Resource Acquisition:Substrate assimilation:C1 compounds	Resource Acquisition:Substrate assimilation:C1 compounds:methanotrophy	Resource Acquisition:Substrate assimilation:C1 compounds:methanotrophy:methanol oxidation pathway	production
serine pathway	binary	NA	Resource Acquisition:Substrate assimilation:C1 compounds	Resource Acquisition:Substrate assimilation:C1 compounds:methanotrophy	Resource Acquisition:Substrate assimilation:C1 compounds:methanotrophy:formaldehyde assimilation with serine pathway	production
RuMP pathway	binary	NA	Resource Acquisition:Substrate assimilation:C1 compounds	Resource Acquisition:Substrate assimilation:C1 compounds:methanotrophy	Resource Acquisition:Substrate assimilation:C1 compounds:methanotrophy:formaldehyde assimilation with RuMP pathway	production
PHB cycle	binary	NA	Resource Acquisition:Substrate assimilation:C1 compounds	Resource Acquisition:Substrate assimilation:C1 compounds:methanotrophy	Resource Acquisition:Substrate assimilation:C1 compounds:methanotrophy:PHB cycle	production
H4MPT pathway	binary	NA	Resource Acquisition:Substrate assimilation:C1 compounds	Resource Acquisition:Substrate assimilation:C1 compounds:methanotrophy	Resource Acquisition:Substrate assimilation:C1 compounds:methanotrophy:H4MPT pathway	production
H4F pathway	binary	NA	Resource Acquisition:Substrate assimilation:C1 compounds	Resource Acquisition:Substrate assimilation:C1 compounds:methanotrophy	Resource Acquisition:Substrate assimilation:C1 compounds:methanotrophy:H4F pathway	production
nitrate->nitrite_assimilatory_full	binary	NA	Resource Acquisition:Substrate assimilation:N compounds	Resource Acquisition:Substrate assimilation:N compounds:assimilatory nitrate reduction	Resource Acquisition:Substrate assimilation:N compounds:assimilatory nitrate reduction	production
nitrogen fixation_key	binary	NA	Resource Acquisition:Substrate assimilation:N compounds	Resource Acquisition:Substrate assimilation:N compounds:nitrogen fixation	Resource Acquisition:Substrate assimilation:N compounds:nitrogen fixation	production
glutamine to aspartate	binary	NA	Resource Acquisition:Substrate assimilation:N compounds	Resource Acquisition:Substrate assimilation:N compounds:ammonia assimilation	Resource Acquisition:Substrate assimilation:N compounds:ammonia assimilation to aspartate	production
ammonia assimilation to glutamate	binary	NA	Resource Acquisition:Substrate assimilation:N compounds	Resource Acquisition:Substrate assimilation:N compounds:ammonia assimilation	Resource Acquisition:Substrate assimilation:N compounds:ammonia assimilation to glutamate	production
ammonia assimilation to glutamine-GS	binary	NA	Resource Acquisition:Substrate assimilation:N compounds	Resource Acquisition:Substrate assimilation:N compounds:ammonia assimilation	Resource Acquisition:Substrate assimilation:N compounds:ammonia assimilation to glutamine	production
sulfite->sulfide-assimilatory_or	binary	NA	Resource Acquisition:Substrate assimilation:S compounds	Resource Acquisition:Substrate assimilation:S compounds:assimilatory sulfate reduction	Resource Acquisition:Substrate assimilation:S compounds:assimilatory sulfate reduction	production
phosphatase	binary	NA	Resource Acquisition:Substrate assimilation:P compounds	Resource Acquisition:Substrate assimilation:P compounds	Resource Acquisition:Substrate assimilation:P compounds:phosphatase	production
phytase	binary	NA	Resource Acquisition:Substrate assimilation:P compounds	Resource Acquisition:Substrate assimilation:P compounds	Resource Acquisition:Substrate assimilation:P compounds:phytase	production
katE	count	NA	Stress Tolerance:General	Stress Tolerance:General:scavenging of reactive oxygen species	Stress Tolerance:General:scavenging of reactive oxygen species:ROS scavenging enzymes	production
katG	count	NA	Stress Tolerance:General	Stress Tolerance:General:scavenging of reactive oxygen species	Stress Tolerance:General:scavenging of reactive oxygen species:ROS scavenging enzymes	production
alginate biosynthesis/transport	count	NA	Stress Tolerance:General	Stress Tolerance:General:biofilm formation	Stress Tolerance:General:biofilm formation:EPS biosynthesis/export	production
Psl polysaccharide biosynthesis/export	count	NA	Stress Tolerance:General	Stress Tolerance:General:biofilm formation	Stress Tolerance:General:biofilm formation:EPS biosynthesis/export	production
Pel polysaccharide biosynthesis/export	count	NA	Stress Tolerance:General	Stress Tolerance:General:biofilm formation	Stress Tolerance:General:biofilm formation:EPS biosynthesis/export	production
Vi polysaccharide biosynthesis/export	count	NA	Stress Tolerance:General	Stress Tolerance:General:biofilm formation	Stress Tolerance:General:biofilm formation:EPS biosynthesis/export	production
lipopolysaccharide assembly/export	count	NA	Stress Tolerance:General	Stress Tolerance:General:biofilm formation	Stress Tolerance:General:biofilm formation:EPS biosynthesis/export	production
colanic acid biosynthesis/exporter	count	NA	Stress Tolerance:General	Stress Tolerance:General:biofilm formation	Stress Tolerance:General:biofilm formation:EPS biosynthesis/export	production
exopolysaccharide production	count	NA	Stress Tolerance:General	Stress Tolerance:General:biofilm formation	Stress Tolerance:General:biofilm formation:EPS biosynthesis/export	production
hsp10	count	NA	Stress Tolerance:General	Stress Tolerance:General:protection, repair, degradation of denatured/misfolded proteins	Stress Tolerance:General:protection, repair, degradation of denatured/misfolded proteins:heat shock proteins	production
hsp24	count	NA	Stress Tolerance:General	Stress Tolerance:General:protection, repair, degradation of denatured/misfolded proteins	Stress Tolerance:General:protection, repair, degradation of denatured/misfolded proteins:heat shock proteins	production
hsp40	count	NA	Stress Tolerance:General	Stress Tolerance:General:protection, repair, degradation of denatured/misfolded proteins	Stress Tolerance:General:protection, repair, degradation of denatured/misfolded proteins:heat shock proteins	production
hsp60	count	NA	Stress Tolerance:General	Stress Tolerance:General:protection, repair, degradation of denatured/misfolded proteins	Stress Tolerance:General:protection, repair, degradation of denatured/misfolded proteins:heat shock proteins	production
hsp70	count	NA	Stress Tolerance:General	Stress Tolerance:General:protection, repair, degradation of denatured/misfolded proteins	Stress Tolerance:General:protection, repair, degradation of denatured/misfolded proteins:heat shock proteins	production
hsp100_or	count	NA	Stress Tolerance:General	Stress Tolerance:General:protection, repair, degradation of denatured/misfolded proteins	Stress Tolerance:General:protection, repair, degradation of denatured/misfolded proteins:ATP-dependent proteases	production
lon_or	count	NA	Stress Tolerance:General	Stress Tolerance:General:protection, repair, degradation of denatured/misfolded proteins	Stress Tolerance:General:protection, repair, degradation of denatured/misfolded proteins:ATP-dependent proteases	production
hsp10	count	NA	Stress Tolerance:Specific:temperature:high	Stress Tolerance:Specific:temperature:high:protection, repair, degradation of denatured/misfolded proteins	Stress Tolerance:Specific:temperature:high:protection, repair, degradation of denatured/misfolded proteins:heat shock proteins	production
hsp24	count	NA	Stress Tolerance:Specific:temperature:high	Stress Tolerance:Specific:temperature:high:protection, repair, degradation of denatured/misfolded proteins	Stress Tolerance:Specific:temperature:high:protection, repair, degradation of denatured/misfolded proteins:heat shock proteins	production
hsp40	count	NA	Stress Tolerance:Specific:temperature:high	Stress Tolerance:Specific:temperature:high:protection, repair, degradation of denatured/misfolded proteins	Stress Tolerance:Specific:temperature:high:protection, repair, degradation of denatured/misfolded proteins:heat shock proteins	production
hsp60	count	NA	Stress Tolerance:Specific:temperature:high	Stress Tolerance:Specific:temperature:high:protection, repair, degradation of denatured/misfolded proteins	Stress Tolerance:Specific:temperature:high:protection, repair, degradation of denatured/misfolded proteins:heat shock proteins	production
hsp70	count	NA	Stress Tolerance:Specific:temperature:high	Stress Tolerance:Specific:temperature:high:protection, repair, degradation of denatured/misfolded proteins	Stress Tolerance:Specific:temperature:high:protection, repair, degradation of denatured/misfolded proteins:heat shock proteins	production
hsp100_or	count	NA	Stress Tolerance:Specific:temperature:high	Stress Tolerance:Specific:temperature:high:protection, repair, degradation of denatured/misfolded proteins	Stress Tolerance:Specific:temperature:high:protection, repair, degradation of denatured/misfolded proteins:ATP-dependent proteases	production
lon_or	count	NA	Stress Tolerance:Specific:temperature:high	Stress Tolerance:Specific:temperature:high:protection, repair, degradation of denatured/misfolded proteins	Stress Tolerance:Specific:temperature:high:protection, repair, degradation of denatured/misfolded proteins:ATP-dependent proteases	production
heatinducibleTF	count	NA	Stress Tolerance:Specific:temperature:high	Stress Tolerance:Specific:temperature:high:heat-induced transcriptional regulation	Stress Tolerance:Specific:temperature:high:heat-induced transcriptional regulation:heat induced transcription factor	production
desA	count	NA	Stress Tolerance:Specific:temperature:low	Stress Tolerance:Specific:temperature:low:membrane stabilization	Stress Tolerance:Specific:temperature:low:membrane stabilization:fatty acid desaturase	production
cspA	count	NA	Stress Tolerance:Specific:temperature:low	Stress Tolerance:Specific:temperature:low:destabilization of secondary structures in mRNAs	Stress Tolerance:Specific:temperature:low:destabilization of secondary structures in mRNAs:mRNA chaperone	production
pnp	count	NA	Stress Tolerance:Specific:temperature:low	Stress Tolerance:Specific:temperature:low:destabilization of secondary structures in mRNAs	Stress Tolerance:Specific:temperature:low:destabilization of secondary structures in mRNAs:mRNA stabilization	production
deaD	count	NA	Stress Tolerance:Specific:temperature:low	Stress Tolerance:Specific:temperature:low:destabilization of secondary structures in mRNAs	Stress Tolerance:Specific:temperature:low:destabilization of secondary structures in mRNAs:RNA degradation	production
rnr	count	NA	Stress Tolerance:Specific:temperature:low	Stress Tolerance:Specific:temperature:low:destabilization of secondary structures in mRNAs	Stress Tolerance:Specific:temperature:low:destabilization of secondary structures in mRNAs:RNA degradation	production
desKR	count	NA	Stress Tolerance:Specific:temperature:low	Stress Tolerance:Specific:temperature:low:cold-sensing machinery	Stress Tolerance:Specific:temperature:low:cold-sensing machinery:cold sensing two-component system	production
proline_biosynthesis	count	NA	Stress Tolerance:Specific:desiccation/osmotic/salt stress	Stress Tolerance:Specific:desiccation/osmotic/salt stress:accumulation of compatible solutes	Stress Tolerance:Specific:desiccation/osmotic/salt stress:accumulation of compatible solutes:synthesis of compatible solutes	production
trehalose_biosynthesis	count	NA	Stress Tolerance:Specific:desiccation/osmotic/salt stress	Stress Tolerance:Specific:desiccation/osmotic/salt stress:accumulation of compatible solutes	Stress Tolerance:Specific:desiccation/osmotic/salt stress:accumulation of compatible solutes:synthesis of compatible solutes	production
betaine_biosynthesis	count	NA	Stress Tolerance:Specific:desiccation/osmotic/salt stress	Stress Tolerance:Specific:desiccation/osmotic/salt stress:accumulation of compatible solutes	Stress Tolerance:Specific:desiccation/osmotic/salt stress:accumulation of compatible solutes:synthesis of compatible solutes	production
glucosylglycerate_biosynthesis	count	NA	Stress Tolerance:Specific:desiccation/osmotic/salt stress	Stress Tolerance:Specific:desiccation/osmotic/salt stress:accumulation of compatible solutes	Stress Tolerance:Specific:desiccation/osmotic/salt stress:accumulation of compatible solutes:synthesis of compatible solutes	production
mannosylglucosylglycerate_biosynthesis	count	NA	Stress Tolerance:Specific:desiccation/osmotic/salt stress	Stress Tolerance:Specific:desiccation/osmotic/salt stress:accumulation of compatible solutes	Stress Tolerance:Specific:desiccation/osmotic/salt stress:accumulation of compatible solutes:synthesis of compatible solutes	production
mannosylglycerate_biosynthesis	count	NA	Stress Tolerance:Specific:desiccation/osmotic/salt stress	Stress Tolerance:Specific:desiccation/osmotic/salt stress:accumulation of compatible solutes	Stress Tolerance:Specific:desiccation/osmotic/salt stress:accumulation of compatible solutes:synthesis of compatible solutes	production
proline transport	count	NA	Stress Tolerance:Specific:desiccation/osmotic/salt stress	Stress Tolerance:Specific:desiccation/osmotic/salt stress:accumulation of compatible solutes	Stress Tolerance:Specific:desiccation/osmotic/salt stress:accumulation of compatible solutes:transport of compatible solutes	production
glycine betaine/proline transport system	count	NA	Stress Tolerance:Specific:desiccation/osmotic/salt stress	Stress Tolerance:Specific:desiccation/osmotic/salt stress:accumulation of compatible solutes	Stress Tolerance:Specific:desiccation/osmotic/salt stress:accumulation of compatible solutes:transport of compatible solutes	production
glycine betaine transporter	count	NA	Stress Tolerance:Specific:desiccation/osmotic/salt stress	Stress Tolerance:Specific:desiccation/osmotic/salt stress:accumulation of compatible solutes	Stress Tolerance:Specific:desiccation/osmotic/salt stress:accumulation of compatible solutes:transport of compatible solutes	production
choline/glycine/proline betaine transport	count	NA	Stress Tolerance:Specific:desiccation/osmotic/salt stress	Stress Tolerance:Specific:desiccation/osmotic/salt stress:accumulation of compatible solutes	Stress Tolerance:Specific:desiccation/osmotic/salt stress:accumulation of compatible solutes:transport of compatible solutes	production
mechanosensitive channel	count	NA	Stress Tolerance:Specific:desiccation/osmotic/salt stress	Stress Tolerance:Specific:desiccation/osmotic/salt stress:accumulation of compatible solutes	Stress Tolerance:Specific:desiccation/osmotic/salt stress:accumulation of compatible solutes:transport of compatible solutes	production
alginate biosynthesis/transport	count	NA	Stress Tolerance:Specific:desiccation/osmotic/salt stress	Stress Tolerance:Specific:desiccation/osmotic/salt stress:enhancement of microenvironment	Stress Tolerance:Specific:desiccation/osmotic/salt stress:enhancement of microenvironment:EPS biosynthesis/export	production
Psl polysaccharide biosynthesis/export	count	NA	Stress Tolerance:Specific:desiccation/osmotic/salt stress	Stress Tolerance:Specific:desiccation/osmotic/salt stress:enhancement of microenvironment	Stress Tolerance:Specific:desiccation/osmotic/salt stress:enhancement of microenvironment:EPS biosynthesis/export	production
Pel polysaccharide biosynthesis/export	count	NA	Stress Tolerance:Specific:desiccation/osmotic/salt stress	Stress Tolerance:Specific:desiccation/osmotic/salt stress:enhancement of microenvironment	Stress Tolerance:Specific:desiccation/osmotic/salt stress:enhancement of microenvironment:EPS biosynthesis/export	production
Vi polysaccharide biosynthesis/export	count	NA	Stress Tolerance:Specific:desiccation/osmotic/salt stress	Stress Tolerance:Specific:desiccation/osmotic/salt stress:enhancement of microenvironment	Stress Tolerance:Specific:desiccation/osmotic/salt stress:enhancement of microenvironment:EPS biosynthesis/export	production
lipopolysaccharide assembly/export	count	NA	Stress Tolerance:Specific:desiccation/osmotic/salt stress	Stress Tolerance:Specific:desiccation/osmotic/salt stress:enhancement of microenvironment	Stress Tolerance:Specific:desiccation/osmotic/salt stress:enhancement of microenvironment:EPS biosynthesis/export	production
colanic acid biosynthesis/exporter	count	NA	Stress Tolerance:Specific:desiccation/osmotic/salt stress	Stress Tolerance:Specific:desiccation/osmotic/salt stress:enhancement of microenvironment	Stress Tolerance:Specific:desiccation/osmotic/salt stress:enhancement of microenvironment:EPS biosynthesis/export	production
exopolysaccharide production	count	NA	Stress Tolerance:Specific:desiccation/osmotic/salt stress	Stress Tolerance:Specific:desiccation/osmotic/salt stress:enhancement of microenvironment	Stress Tolerance:Specific:desiccation/osmotic/salt stress:enhancement of microenvironment:EPS biosynthesis/export	production
phoQP_and	count	NA	Stress Tolerance:Specific:desiccation/osmotic/salt stress	Stress Tolerance:Specific:desiccation/osmotic/salt stress:osmotic sensing	Stress Tolerance:Specific:desiccation/osmotic/salt stress:osmotic sensing:two-component systems, osmotic sensors salt/potassium sensors	production
hsp100_or	count	NA	Stress Tolerance:Specific:pH stress	Stress Tolerance:Specific:pH stress:protection, repair, degradation of denatured/misfolded proteins	Stress Tolerance:Specific:pH stress:protection, repair, degradation of denatured/misfolded proteins:ATP-dependent proteases	production
lon_or	count	NA	Stress Tolerance:Specific:pH stress	Stress Tolerance:Specific:pH stress:protection, repair, degradation of denatured/misfolded proteins	Stress Tolerance:Specific:pH stress:protection, repair, degradation of denatured/misfolded proteins:ATP-dependent proteases	production
hdeAB	count	NA	Stress Tolerance:Specific:pH stress	Stress Tolerance:Specific:pH stress:protection, repair, degradation of denatured/misfolded proteins	Stress Tolerance:Specific:pH stress:protection, repair, degradation of denatured/misfolded proteins:periplasmic acid resistance protein	production
cfa	count	NA	Stress Tolerance:Specific:pH stress	Stress Tolerance:Specific:pH stress:membrane stabilization	Stress Tolerance:Specific:pH stress:membrane stabilization:cyclopropane fatty acid (CFA) synthase	production
TF_redox	count	NA	Stress Tolerance:Specific:pH stress	Stress Tolerance:Specific:pH stress:redox sensing	Stress Tolerance:Specific:pH stress:redox sensing:redox sensitive transcription factor	production
nrsSR	count	NA	Stress Tolerance:Specific:pH stress	Stress Tolerance:Specific:pH stress:redox sensing	Stress Tolerance:Specific:pH stress:redox sensing:redox sensing two component systems	production
arcAB	count	NA	Stress Tolerance:Specific:pH stress	Stress Tolerance:Specific:pH stress:redox sensing	Stress Tolerance:Specific:pH stress:redox sensing:redox sensing two component systems	production
devSR	count	NA	Stress Tolerance:Specific:pH stress	Stress Tolerance:Specific:pH stress:redox sensing	Stress Tolerance:Specific:pH stress:redox sensing:redox sensing two component systems	production
regAB	count	NA	Stress Tolerance:Specific:pH stress	Stress Tolerance:Specific:pH stress:redox sensing	Stress Tolerance:Specific:pH stress:redox sensing:redox sensing two component systems	production
urease	count	NA	Stress Tolerance:Specific:pH stress	Stress Tolerance:Specific:pH stress:consumption of excessive cytoplasmic protons	Stress Tolerance:Specific:pH stress:consumption of excessive cytoplasmic protons:urease system	production
arginine amidinase	count	NA	Stress Tolerance:Specific:pH stress	Stress Tolerance:Specific:pH stress:consumption of excessive cytoplasmic protons	Stress Tolerance:Specific:pH stress:consumption of excessive cytoplasmic protons:decarboxylase and antiporter systems	production
arginine decarboxylase	count	NA	Stress Tolerance:Specific:pH stress	Stress Tolerance:Specific:pH stress:consumption of excessive cytoplasmic protons	Stress Tolerance:Specific:pH stress:consumption of excessive cytoplasmic protons:decarboxylase and antiporter systems	production
arginine antiporter	count	NA	Stress Tolerance:Specific:pH stress	Stress Tolerance:Specific:pH stress:consumption of excessive cytoplasmic protons	Stress Tolerance:Specific:pH stress:consumption of excessive cytoplasmic protons:decarboxylase and antiporter systems	production
glutamate dependent acid tolerance	count	NA	Stress Tolerance:Specific:pH stress	Stress Tolerance:Specific:pH stress:consumption of excessive cytoplasmic protons	Stress Tolerance:Specific:pH stress:consumption of excessive cytoplasmic protons:decarboxylase and antiporter systems	production
glutaminase	count	NA	Stress Tolerance:Specific:pH stress	Stress Tolerance:Specific:pH stress:consumption of excessive cytoplasmic protons	Stress Tolerance:Specific:pH stress:consumption of excessive cytoplasmic protons:decarboxylase and antiporter systems	production
lysine decarboxylase	count	NA	Stress Tolerance:Specific:pH stress	Stress Tolerance:Specific:pH stress:consumption of excessive cytoplasmic protons	Stress Tolerance:Specific:pH stress:consumption of excessive cytoplasmic protons:decarboxylase and antiporter systems	production
lysine antiporter	count	NA	Stress Tolerance:Specific:pH stress	Stress Tolerance:Specific:pH stress:consumption of excessive cytoplasmic protons	Stress Tolerance:Specific:pH stress:consumption of excessive cytoplasmic protons:decarboxylase and antiporter systems	production
ornithine decarboxylase	count	NA	Stress Tolerance:Specific:pH stress	Stress Tolerance:Specific:pH stress:consumption of excessive cytoplasmic protons	Stress Tolerance:Specific:pH stress:consumption of excessive cytoplasmic protons:decarboxylase and antiporter systems	production
ornithine antiporter	count	NA	Stress Tolerance:Specific:pH stress	Stress Tolerance:Specific:pH stress:consumption of excessive cytoplasmic protons	Stress Tolerance:Specific:pH stress:consumption of excessive cytoplasmic protons:decarboxylase and antiporter systems	production
katE	count	NA	Stress Tolerance:Specific:oxidative stress	Stress Tolerance:Specific:oxidative stress:scavenging of reactive oxygen species	Stress Tolerance:Specific:oxidative stress:scavenging of reactive oxygen species:ROS scavenging enzymes	production
katG	count	NA	Stress Tolerance:Specific:oxidative stress	Stress Tolerance:Specific:oxidative stress:scavenging of reactive oxygen species	Stress Tolerance:Specific:oxidative stress:scavenging of reactive oxygen species:ROS scavenging enzymes	production
sodA	count	NA	Stress Tolerance:Specific:oxidative stress	Stress Tolerance:Specific:oxidative stress:scavenging of reactive oxygen species	Stress Tolerance:Specific:oxidative stress:scavenging of reactive oxygen species:ROS scavenging enzymes	production
ahpCF	count	NA	Stress Tolerance:Specific:oxidative stress	Stress Tolerance:Specific:oxidative stress:scavenging of reactive oxygen species	Stress Tolerance:Specific:oxidative stress:scavenging of reactive oxygen species:ROS scavenging enzymes	production
nrsSR	count	NA	Stress Tolerance:Specific:oxidative stress	Stress Tolerance:Specific:oxidative stress:redox sensing	Stress Tolerance:Specific:oxidative stress:redox sensing:redox sensing two component systems	production
arcAB	count	NA	Stress Tolerance:Specific:oxidative stress	Stress Tolerance:Specific:oxidative stress:redox sensing	Stress Tolerance:Specific:oxidative stress:redox sensing:redox sensing two component systems	production
devSR	count	NA	Stress Tolerance:Specific:oxidative stress	Stress Tolerance:Specific:oxidative stress:redox sensing	Stress Tolerance:Specific:oxidative stress:redox sensing:redox sensing two component systems	production
regAB	count	NA	Stress Tolerance:Specific:oxidative stress	Stress Tolerance:Specific:oxidative stress:redox sensing	Stress Tolerance:Specific:oxidative stress:redox sensing:redox sensing two component systems	production
nrsSR	count	NA	Stress Tolerance:Specific:oxygen limitation	Stress Tolerance:Specific:oxygen limitation:redox sensing	Stress Tolerance:Specific:oxygen limitation:redox sensing:redox sensing two component systems	production
arcAB	count	NA	Stress Tolerance:Specific:oxygen limitation	Stress Tolerance:Specific:oxygen limitation:redox sensing	Stress Tolerance:Specific:oxygen limitation:redox sensing:redox sensing two component systems	production
devSR	count	NA	Stress Tolerance:Specific:oxygen limitation	Stress Tolerance:Specific:oxygen limitation:redox sensing	Stress Tolerance:Specific:oxygen limitation:redox sensing:redox sensing two component systems	production
regAB	count	NA	Stress Tolerance:Specific:oxygen limitation	Stress Tolerance:Specific:oxygen limitation:redox sensing	Stress Tolerance:Specific:oxygen limitation:redox sensing:redox sensing two component systems	production
resED	count	NA	Stress Tolerance:Specific:oxygen limitation	Stress Tolerance:Specific:oxygen limitation:oxygen sensing	Stress Tolerance:Specific:oxygen limitation:oxygen sensing:oxygen sensing two component systems	production
prrAB	count	NA	Stress Tolerance:Specific:oxygen limitation	Stress Tolerance:Specific:oxygen limitation:oxygen sensing	Stress Tolerance:Specific:oxygen limitation:oxygen sensing:oxygen sensing two component systems	production
nreB	count	NA	Stress Tolerance:Specific:oxygen limitation	Stress Tolerance:Specific:oxygen limitation:oxygen sensing	Stress Tolerance:Specific:oxygen limitation:oxygen sensing:oxygen sensing two component systems	production
